"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-19",6,"20","inc covid hosp","quantile","0.75",58
"2022-12-19",6,"20","inc covid hosp","quantile","0.8",61
"2022-12-19",6,"20","inc covid hosp","quantile","0.85",65
"2022-12-19",6,"20","inc covid hosp","quantile","0.9",71
"2022-12-19",6,"20","inc covid hosp","quantile","0.95",80
"2022-12-19",6,"20","inc covid hosp","quantile","0.975",89
"2022-12-19",6,"20","inc covid hosp","quantile","0.99",97
"2022-12-19",7,"20","inc covid hosp","quantile","0.01",20
"2022-12-19",7,"20","inc covid hosp","quantile","0.025",23
"2022-12-19",7,"20","inc covid hosp","quantile","0.05",27
"2022-12-19",7,"20","inc covid hosp","quantile","0.1",33
"2022-12-19",7,"20","inc covid hosp","quantile","0.15",36
"2022-12-19",7,"20","inc covid hosp","quantile","0.2",39
"2022-12-19",7,"20","inc covid hosp","quantile","0.25",42
"2022-12-19",7,"20","inc covid hosp","quantile","0.3",44
"2022-12-19",7,"20","inc covid hosp","quantile","0.35",46
"2022-12-19",7,"20","inc covid hosp","quantile","0.4",48
"2022-12-19",7,"20","inc covid hosp","quantile","0.45",51
"2022-12-19",7,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",7,"20","inc covid hosp","quantile","0.55",55
"2022-12-19",7,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",7,"20","inc covid hosp","quantile","0.65",61
"2022-12-19",7,"20","inc covid hosp","quantile","0.7",63
"2022-12-19",7,"20","inc covid hosp","quantile","0.75",66
"2022-12-19",7,"20","inc covid hosp","quantile","0.8",69
"2022-12-19",7,"20","inc covid hosp","quantile","0.85",74
"2022-12-19",7,"20","inc covid hosp","quantile","0.9",80
"2022-12-19",7,"20","inc covid hosp","quantile","0.95",89
"2022-12-19",7,"20","inc covid hosp","quantile","0.975",97
"2022-12-19",7,"20","inc covid hosp","quantile","0.99",106
"2022-12-19",8,"20","inc covid hosp","quantile","0.01",20
"2022-12-19",8,"20","inc covid hosp","quantile","0.025",24
"2022-12-19",8,"20","inc covid hosp","quantile","0.05",28
"2022-12-19",8,"20","inc covid hosp","quantile","0.1",33
"2022-12-19",8,"20","inc covid hosp","quantile","0.15",36
"2022-12-19",8,"20","inc covid hosp","quantile","0.2",39
"2022-12-19",8,"20","inc covid hosp","quantile","0.25",42
"2022-12-19",8,"20","inc covid hosp","quantile","0.3",44
"2022-12-19",8,"20","inc covid hosp","quantile","0.35",47
"2022-12-19",8,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",8,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",8,"20","inc covid hosp","quantile","0.5",54
"2022-12-19",8,"20","inc covid hosp","quantile","0.55",57
"2022-12-19",8,"20","inc covid hosp","quantile","0.6",60
"2022-12-19",8,"20","inc covid hosp","quantile","0.65",62
"2022-12-19",8,"20","inc covid hosp","quantile","0.7",66
"2022-12-19",8,"20","inc covid hosp","quantile","0.75",69
"2022-12-19",8,"20","inc covid hosp","quantile","0.8",73
"2022-12-19",8,"20","inc covid hosp","quantile","0.85",78
"2022-12-19",8,"20","inc covid hosp","quantile","0.9",83
"2022-12-19",8,"20","inc covid hosp","quantile","0.95",93
"2022-12-19",8,"20","inc covid hosp","quantile","0.975",100
"2022-12-19",8,"20","inc covid hosp","quantile","0.99",112
"2022-12-19",9,"20","inc covid hosp","quantile","0.01",20
"2022-12-19",9,"20","inc covid hosp","quantile","0.025",23
"2022-12-19",9,"20","inc covid hosp","quantile","0.05",26
"2022-12-19",9,"20","inc covid hosp","quantile","0.1",30
"2022-12-19",9,"20","inc covid hosp","quantile","0.15",33
"2022-12-19",9,"20","inc covid hosp","quantile","0.2",35
"2022-12-19",9,"20","inc covid hosp","quantile","0.25",39
"2022-12-19",9,"20","inc covid hosp","quantile","0.3",41
"2022-12-19",9,"20","inc covid hosp","quantile","0.35",43
"2022-12-19",9,"20","inc covid hosp","quantile","0.4",46
"2022-12-19",9,"20","inc covid hosp","quantile","0.45",48
"2022-12-19",9,"20","inc covid hosp","quantile","0.5",51
"2022-12-19",9,"20","inc covid hosp","quantile","0.55",53
"2022-12-19",9,"20","inc covid hosp","quantile","0.6",56
"2022-12-19",9,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",9,"20","inc covid hosp","quantile","0.7",62
"2022-12-19",9,"20","inc covid hosp","quantile","0.75",65
"2022-12-19",9,"20","inc covid hosp","quantile","0.8",68
"2022-12-19",9,"20","inc covid hosp","quantile","0.85",74
"2022-12-19",9,"20","inc covid hosp","quantile","0.9",79
"2022-12-19",9,"20","inc covid hosp","quantile","0.95",88
"2022-12-19",9,"20","inc covid hosp","quantile","0.975",98
"2022-12-19",9,"20","inc covid hosp","quantile","0.99",113
"2022-12-19",10,"20","inc covid hosp","quantile","0.01",16
"2022-12-19",10,"20","inc covid hosp","quantile","0.025",20
"2022-12-19",10,"20","inc covid hosp","quantile","0.05",23
"2022-12-19",10,"20","inc covid hosp","quantile","0.1",27
"2022-12-19",10,"20","inc covid hosp","quantile","0.15",31
"2022-12-19",10,"20","inc covid hosp","quantile","0.2",34
"2022-12-19",10,"20","inc covid hosp","quantile","0.25",37
"2022-12-19",10,"20","inc covid hosp","quantile","0.3",39
"2022-12-19",10,"20","inc covid hosp","quantile","0.35",42
"2022-12-19",10,"20","inc covid hosp","quantile","0.4",45
"2022-12-19",10,"20","inc covid hosp","quantile","0.45",47
"2022-12-19",10,"20","inc covid hosp","quantile","0.5",49
"2022-12-19",10,"20","inc covid hosp","quantile","0.55",51
"2022-12-19",10,"20","inc covid hosp","quantile","0.6",54
"2022-12-19",10,"20","inc covid hosp","quantile","0.65",56
"2022-12-19",10,"20","inc covid hosp","quantile","0.7",59
"2022-12-19",10,"20","inc covid hosp","quantile","0.75",62
"2022-12-19",10,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",10,"20","inc covid hosp","quantile","0.85",70
"2022-12-19",10,"20","inc covid hosp","quantile","0.9",77
"2022-12-19",10,"20","inc covid hosp","quantile","0.95",89
"2022-12-19",10,"20","inc covid hosp","quantile","0.975",98
"2022-12-19",10,"20","inc covid hosp","quantile","0.99",108
"2022-12-19",11,"20","inc covid hosp","quantile","0.01",15
"2022-12-19",11,"20","inc covid hosp","quantile","0.025",18
"2022-12-19",11,"20","inc covid hosp","quantile","0.05",21
"2022-12-19",11,"20","inc covid hosp","quantile","0.1",26
"2022-12-19",11,"20","inc covid hosp","quantile","0.15",29
"2022-12-19",11,"20","inc covid hosp","quantile","0.2",33
"2022-12-19",11,"20","inc covid hosp","quantile","0.25",36
"2022-12-19",11,"20","inc covid hosp","quantile","0.3",38
"2022-12-19",11,"20","inc covid hosp","quantile","0.35",40
"2022-12-19",11,"20","inc covid hosp","quantile","0.4",43
"2022-12-19",11,"20","inc covid hosp","quantile","0.45",45
"2022-12-19",11,"20","inc covid hosp","quantile","0.5",48
"2022-12-19",11,"20","inc covid hosp","quantile","0.55",50
"2022-12-19",11,"20","inc covid hosp","quantile","0.6",53
"2022-12-19",11,"20","inc covid hosp","quantile","0.65",56
"2022-12-19",11,"20","inc covid hosp","quantile","0.7",59
"2022-12-19",11,"20","inc covid hosp","quantile","0.75",62
"2022-12-19",11,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",11,"20","inc covid hosp","quantile","0.85",70
"2022-12-19",11,"20","inc covid hosp","quantile","0.9",77
"2022-12-19",11,"20","inc covid hosp","quantile","0.95",87
"2022-12-19",11,"20","inc covid hosp","quantile","0.975",98
"2022-12-19",11,"20","inc covid hosp","quantile","0.99",106
"2022-12-19",12,"20","inc covid hosp","quantile","0.01",14
"2022-12-19",12,"20","inc covid hosp","quantile","0.025",17
"2022-12-19",12,"20","inc covid hosp","quantile","0.05",21
"2022-12-19",12,"20","inc covid hosp","quantile","0.1",26
"2022-12-19",12,"20","inc covid hosp","quantile","0.15",29
"2022-12-19",12,"20","inc covid hosp","quantile","0.2",32
"2022-12-19",12,"20","inc covid hosp","quantile","0.25",35
"2022-12-19",12,"20","inc covid hosp","quantile","0.3",37
"2022-12-19",12,"20","inc covid hosp","quantile","0.35",39
"2022-12-19",12,"20","inc covid hosp","quantile","0.4",42
"2022-12-19",12,"20","inc covid hosp","quantile","0.45",44
"2022-12-19",12,"20","inc covid hosp","quantile","0.5",46
"2022-12-19",12,"20","inc covid hosp","quantile","0.55",48
"2022-12-19",12,"20","inc covid hosp","quantile","0.6",51
"2022-12-19",12,"20","inc covid hosp","quantile","0.65",54
"2022-12-19",12,"20","inc covid hosp","quantile","0.7",57
"2022-12-19",12,"20","inc covid hosp","quantile","0.75",60
"2022-12-19",12,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",12,"20","inc covid hosp","quantile","0.85",69
"2022-12-19",12,"20","inc covid hosp","quantile","0.9",77
"2022-12-19",12,"20","inc covid hosp","quantile","0.95",87
"2022-12-19",12,"20","inc covid hosp","quantile","0.975",95
"2022-12-19",12,"20","inc covid hosp","quantile","0.99",112
"2022-12-19",-5,"20","inc covid hosp","quantile","0.01",31
"2022-12-19",-5,"20","inc covid hosp","quantile","0.025",34
"2022-12-19",-5,"20","inc covid hosp","quantile","0.05",37
"2022-12-19",-5,"20","inc covid hosp","quantile","0.1",39
"2022-12-19",-5,"20","inc covid hosp","quantile","0.15",41
"2022-12-19",-5,"20","inc covid hosp","quantile","0.2",43
"2022-12-19",-5,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",-5,"20","inc covid hosp","quantile","0.3",46
"2022-12-19",-5,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",-5,"20","inc covid hosp","quantile","0.4",49
"2022-12-19",-5,"20","inc covid hosp","quantile","0.45",50
"2022-12-19",-5,"20","inc covid hosp","quantile","0.5",52
"2022-12-19",-5,"20","inc covid hosp","quantile","0.55",53
"2022-12-19",-5,"20","inc covid hosp","quantile","0.6",54
"2022-12-19",-5,"20","inc covid hosp","quantile","0.65",56
"2022-12-19",-5,"20","inc covid hosp","quantile","0.7",58
"2022-12-19",-5,"20","inc covid hosp","quantile","0.75",60
"2022-12-19",-5,"20","inc covid hosp","quantile","0.8",62
"2022-12-19",-5,"20","inc covid hosp","quantile","0.85",64
"2022-12-19",-5,"20","inc covid hosp","quantile","0.9",67
"2022-12-19",-5,"20","inc covid hosp","quantile","0.95",73
"2022-12-19",-5,"20","inc covid hosp","quantile","0.975",77
"2022-12-19",-5,"20","inc covid hosp","quantile","0.99",82
"2022-12-19",13,"20","inc covid hosp","quantile","0.01",13
"2022-12-19",13,"20","inc covid hosp","quantile","0.025",16
"2022-12-19",13,"20","inc covid hosp","quantile","0.05",20
"2022-12-19",13,"20","inc covid hosp","quantile","0.1",25
"2022-12-19",13,"20","inc covid hosp","quantile","0.15",29
"2022-12-19",13,"20","inc covid hosp","quantile","0.2",32
"2022-12-19",13,"20","inc covid hosp","quantile","0.25",34
"2022-12-19",13,"20","inc covid hosp","quantile","0.3",37
"2022-12-19",13,"20","inc covid hosp","quantile","0.35",39
"2022-12-19",13,"20","inc covid hosp","quantile","0.4",42
"2022-12-19",13,"20","inc covid hosp","quantile","0.45",44
"2022-12-19",13,"20","inc covid hosp","quantile","0.5",46
"2022-12-19",13,"20","inc covid hosp","quantile","0.55",48
"2022-12-19",13,"20","inc covid hosp","quantile","0.6",51
"2022-12-19",13,"20","inc covid hosp","quantile","0.65",54
"2022-12-19",13,"20","inc covid hosp","quantile","0.7",57
"2022-12-19",13,"20","inc covid hosp","quantile","0.75",60
"2022-12-19",13,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",13,"20","inc covid hosp","quantile","0.85",70
"2022-12-19",13,"20","inc covid hosp","quantile","0.9",77
"2022-12-19",13,"20","inc covid hosp","quantile","0.95",89
"2022-12-19",13,"20","inc covid hosp","quantile","0.975",101
"2022-12-19",13,"20","inc covid hosp","quantile","0.99",114
"2022-12-19",14,"20","inc covid hosp","quantile","0.01",13
"2022-12-19",14,"20","inc covid hosp","quantile","0.025",18
"2022-12-19",14,"20","inc covid hosp","quantile","0.05",21
"2022-12-19",14,"20","inc covid hosp","quantile","0.1",26
"2022-12-19",14,"20","inc covid hosp","quantile","0.15",30
"2022-12-19",14,"20","inc covid hosp","quantile","0.2",33
"2022-12-19",14,"20","inc covid hosp","quantile","0.25",37
"2022-12-19",14,"20","inc covid hosp","quantile","0.3",40
"2022-12-19",14,"20","inc covid hosp","quantile","0.35",43
"2022-12-19",14,"20","inc covid hosp","quantile","0.4",46
"2022-12-19",14,"20","inc covid hosp","quantile","0.45",49
"2022-12-19",14,"20","inc covid hosp","quantile","0.5",51
"2022-12-19",14,"20","inc covid hosp","quantile","0.55",54
"2022-12-19",14,"20","inc covid hosp","quantile","0.6",56
"2022-12-19",14,"20","inc covid hosp","quantile","0.65",60
"2022-12-19",14,"20","inc covid hosp","quantile","0.7",64
"2022-12-19",14,"20","inc covid hosp","quantile","0.75",67
"2022-12-19",14,"20","inc covid hosp","quantile","0.8",71
"2022-12-19",14,"20","inc covid hosp","quantile","0.85",77
"2022-12-19",14,"20","inc covid hosp","quantile","0.9",84
"2022-12-19",14,"20","inc covid hosp","quantile","0.95",99
"2022-12-19",14,"20","inc covid hosp","quantile","0.975",108
"2022-12-19",14,"20","inc covid hosp","quantile","0.99",121
"2022-12-19",-4,"20","inc covid hosp","quantile","0.01",27
"2022-12-19",-4,"20","inc covid hosp","quantile","0.025",30
"2022-12-19",-4,"20","inc covid hosp","quantile","0.05",33
"2022-12-19",-4,"20","inc covid hosp","quantile","0.1",36
"2022-12-19",-4,"20","inc covid hosp","quantile","0.15",38
"2022-12-19",-4,"20","inc covid hosp","quantile","0.2",40
"2022-12-19",-4,"20","inc covid hosp","quantile","0.25",41
"2022-12-19",-4,"20","inc covid hosp","quantile","0.3",43
"2022-12-19",-4,"20","inc covid hosp","quantile","0.35",44
"2022-12-19",-4,"20","inc covid hosp","quantile","0.4",46
"2022-12-19",-4,"20","inc covid hosp","quantile","0.45",47
"2022-12-19",-4,"20","inc covid hosp","quantile","0.5",48
"2022-12-19",-4,"20","inc covid hosp","quantile","0.55",50
"2022-12-19",-4,"20","inc covid hosp","quantile","0.6",51
"2022-12-19",-4,"20","inc covid hosp","quantile","0.65",53
"2022-12-19",-4,"20","inc covid hosp","quantile","0.7",55
"2022-12-19",-4,"20","inc covid hosp","quantile","0.75",56
"2022-12-19",-4,"20","inc covid hosp","quantile","0.8",58
"2022-12-19",-4,"20","inc covid hosp","quantile","0.85",61
"2022-12-19",-4,"20","inc covid hosp","quantile","0.9",65
"2022-12-19",-4,"20","inc covid hosp","quantile","0.95",69
"2022-12-19",-4,"20","inc covid hosp","quantile","0.975",75
"2022-12-19",-4,"20","inc covid hosp","quantile","0.99",83
"2022-12-19",-3,"20","inc covid hosp","quantile","0.01",27
"2022-12-19",-3,"20","inc covid hosp","quantile","0.025",29
"2022-12-19",-3,"20","inc covid hosp","quantile","0.05",31
"2022-12-19",-3,"20","inc covid hosp","quantile","0.1",34
"2022-12-19",-3,"20","inc covid hosp","quantile","0.15",37
"2022-12-19",-3,"20","inc covid hosp","quantile","0.2",38
"2022-12-19",-3,"20","inc covid hosp","quantile","0.25",40
"2022-12-19",-3,"20","inc covid hosp","quantile","0.3",42
"2022-12-19",-3,"20","inc covid hosp","quantile","0.35",43
"2022-12-19",-3,"20","inc covid hosp","quantile","0.4",45
"2022-12-19",-3,"20","inc covid hosp","quantile","0.45",46
"2022-12-19",-3,"20","inc covid hosp","quantile","0.5",47
"2022-12-19",-3,"20","inc covid hosp","quantile","0.55",49
"2022-12-19",-3,"20","inc covid hosp","quantile","0.6",50
"2022-12-19",-3,"20","inc covid hosp","quantile","0.65",52
"2022-12-19",-3,"20","inc covid hosp","quantile","0.7",54
"2022-12-19",-3,"20","inc covid hosp","quantile","0.75",56
"2022-12-19",-3,"20","inc covid hosp","quantile","0.8",58
"2022-12-19",-3,"20","inc covid hosp","quantile","0.85",61
"2022-12-19",-3,"20","inc covid hosp","quantile","0.9",64
"2022-12-19",-3,"20","inc covid hosp","quantile","0.95",70
"2022-12-19",-3,"20","inc covid hosp","quantile","0.975",74
"2022-12-19",-3,"20","inc covid hosp","quantile","0.99",79
"2022-12-19",-2,"20","inc covid hosp","quantile","0.01",26
"2022-12-19",-2,"20","inc covid hosp","quantile","0.025",28
"2022-12-19",-2,"20","inc covid hosp","quantile","0.05",30
"2022-12-19",-2,"20","inc covid hosp","quantile","0.1",33
"2022-12-19",-2,"20","inc covid hosp","quantile","0.15",35
"2022-12-19",-2,"20","inc covid hosp","quantile","0.2",37
"2022-12-19",-2,"20","inc covid hosp","quantile","0.25",38
"2022-12-19",-2,"20","inc covid hosp","quantile","0.3",40
"2022-12-19",-2,"20","inc covid hosp","quantile","0.35",41
"2022-12-19",-2,"20","inc covid hosp","quantile","0.4",42
"2022-12-19",-2,"20","inc covid hosp","quantile","0.45",44
"2022-12-19",-2,"20","inc covid hosp","quantile","0.5",45
"2022-12-19",-2,"20","inc covid hosp","quantile","0.55",47
"2022-12-19",-2,"20","inc covid hosp","quantile","0.6",48
"2022-12-19",-2,"20","inc covid hosp","quantile","0.65",50
"2022-12-19",-2,"20","inc covid hosp","quantile","0.7",51
"2022-12-19",-2,"20","inc covid hosp","quantile","0.75",53
"2022-12-19",-2,"20","inc covid hosp","quantile","0.8",55
"2022-12-19",-2,"20","inc covid hosp","quantile","0.85",58
"2022-12-19",-2,"20","inc covid hosp","quantile","0.9",61
"2022-12-19",-2,"20","inc covid hosp","quantile","0.95",66
"2022-12-19",-2,"20","inc covid hosp","quantile","0.975",71
"2022-12-19",-2,"20","inc covid hosp","quantile","0.99",77
"2022-12-19",-1,"20","inc covid hosp","quantile","0.01",25
"2022-12-19",-1,"20","inc covid hosp","quantile","0.025",28
"2022-12-19",-1,"20","inc covid hosp","quantile","0.05",30
"2022-12-19",-1,"20","inc covid hosp","quantile","0.1",34
"2022-12-19",-1,"20","inc covid hosp","quantile","0.15",36
"2022-12-19",-1,"20","inc covid hosp","quantile","0.2",38
"2022-12-19",-1,"20","inc covid hosp","quantile","0.25",40
"2022-12-19",-1,"20","inc covid hosp","quantile","0.3",42
"2022-12-19",-1,"20","inc covid hosp","quantile","0.35",44
"2022-12-19",-1,"20","inc covid hosp","quantile","0.4",45
"2022-12-19",-1,"20","inc covid hosp","quantile","0.45",47
"2022-12-19",-1,"20","inc covid hosp","quantile","0.5",48
"2022-12-19",-1,"20","inc covid hosp","quantile","0.55",50
"2022-12-19",-1,"20","inc covid hosp","quantile","0.6",51
"2022-12-19",-1,"20","inc covid hosp","quantile","0.65",53
"2022-12-19",-1,"20","inc covid hosp","quantile","0.7",55
"2022-12-19",-1,"20","inc covid hosp","quantile","0.75",57
"2022-12-19",-1,"20","inc covid hosp","quantile","0.8",60
"2022-12-19",-1,"20","inc covid hosp","quantile","0.85",63
"2022-12-19",-1,"20","inc covid hosp","quantile","0.9",66
"2022-12-19",-1,"20","inc covid hosp","quantile","0.95",72
"2022-12-19",-1,"20","inc covid hosp","quantile","0.975",77
"2022-12-19",-1,"20","inc covid hosp","quantile","0.99",85
"2022-12-19",0,"20","inc covid hosp","quantile","0.01",26
"2022-12-19",0,"20","inc covid hosp","quantile","0.025",29
"2022-12-19",0,"20","inc covid hosp","quantile","0.05",32
"2022-12-19",0,"20","inc covid hosp","quantile","0.1",36
"2022-12-19",0,"20","inc covid hosp","quantile","0.15",39
"2022-12-19",0,"20","inc covid hosp","quantile","0.2",41
"2022-12-19",0,"20","inc covid hosp","quantile","0.25",44
"2022-12-19",0,"20","inc covid hosp","quantile","0.3",45
"2022-12-19",0,"20","inc covid hosp","quantile","0.35",47
"2022-12-19",0,"20","inc covid hosp","quantile","0.4",49
"2022-12-19",0,"20","inc covid hosp","quantile","0.45",50
"2022-12-19",0,"20","inc covid hosp","quantile","0.5",52
"2022-12-19",0,"20","inc covid hosp","quantile","0.55",53
"2022-12-19",0,"20","inc covid hosp","quantile","0.6",55
"2022-12-19",0,"20","inc covid hosp","quantile","0.65",57
"2022-12-19",0,"20","inc covid hosp","quantile","0.7",59
"2022-12-19",0,"20","inc covid hosp","quantile","0.75",62
"2022-12-19",0,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",0,"20","inc covid hosp","quantile","0.85",68
"2022-12-19",0,"20","inc covid hosp","quantile","0.9",72
"2022-12-19",0,"20","inc covid hosp","quantile","0.95",78
"2022-12-19",0,"20","inc covid hosp","quantile","0.975",82
"2022-12-19",0,"20","inc covid hosp","quantile","0.99",87
"2022-12-19",1,"20","inc covid hosp","quantile","0.01",27
"2022-12-19",1,"20","inc covid hosp","quantile","0.025",30
"2022-12-19",1,"20","inc covid hosp","quantile","0.05",33
"2022-12-19",1,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",1,"20","inc covid hosp","quantile","0.15",39
"2022-12-19",1,"20","inc covid hosp","quantile","0.2",42
"2022-12-19",1,"20","inc covid hosp","quantile","0.25",43
"2022-12-19",1,"20","inc covid hosp","quantile","0.3",46
