time_idx,location,value,target
2022-06-14,60,2,inc covid hosp
2022-06-13,78,3,inc covid hosp
2022-06-12,60,0,inc covid hosp
2022-06-12,78,0,inc covid hosp
2022-06-11,60,0,inc covid hosp
2022-06-10,78,1,inc covid hosp
2022-06-09,60,0,inc covid hosp
2022-06-09,78,3,inc covid hosp
2022-06-08,60,0,inc covid hosp
2022-06-08,78,1,inc covid hosp
2022-06-07,60,1,inc covid hosp
2022-06-07,78,1,inc covid hosp
2022-06-06,60,0,inc covid hosp
2022-06-04,02,10,inc covid hosp
2022-06-04,60,0,inc covid hosp
2022-06-04,78,2,inc covid hosp
2022-06-03,60,0,inc covid hosp
2022-06-02,78,0,inc covid hosp
2022-06-01,60,0,inc covid hosp
2022-06-01,78,0,inc covid hosp
2022-05-31,78,2,inc covid hosp
2022-05-30,60,0,inc covid hosp
2022-05-30,78,1,inc covid hosp
2022-05-29,78,1,inc covid hosp
2022-05-28,02,4,inc covid hosp
2022-05-28,50,5,inc covid hosp
2022-05-27,60,0,inc covid hosp
2022-05-27,78,3,inc covid hosp
2022-05-26,60,1,inc covid hosp
2022-05-25,78,3,inc covid hosp
2022-05-24,60,0,inc covid hosp
2022-05-24,78,2,inc covid hosp
2022-05-23,60,4,inc covid hosp
2022-05-23,78,2,inc covid hosp
2022-05-22,60,1,inc covid hosp
2022-05-22,78,1,inc covid hosp
2022-05-21,60,1,inc covid hosp
2022-05-20,78,3,inc covid hosp
2022-05-19,60,0,inc covid hosp
2022-05-19,78,2,inc covid hosp
2022-05-18,60,0,inc covid hosp
2022-05-17,78,2,inc covid hosp
2022-05-16,60,0,inc covid hosp
2022-05-16,78,5,inc covid hosp
2022-05-15,60,0,inc covid hosp
2022-05-15,50,9,inc covid hosp
2022-05-14,60,0,inc covid hosp
2022-05-14,78,1,inc covid hosp
2022-05-13,02,4,inc covid hosp
2022-05-12,78,5,inc covid hosp
2022-05-11,60,0,inc covid hosp
2022-05-11,78,0,inc covid hosp
2022-05-10,60,0,inc covid hosp
2022-05-09,50,6,inc covid hosp
2022-05-08,60,0,inc covid hosp
2022-05-08,78,0,inc covid hosp
2022-05-07,60,0,inc covid hosp
2022-05-07,56,3,inc covid hosp
2022-05-06,60,0,inc covid hosp
2022-05-06,78,1,inc covid hosp
2022-05-05,60,0,inc covid hosp
2022-05-04,78,1,inc covid hosp
2022-05-03,78,0,inc covid hosp
2022-05-02,60,0,inc covid hosp
2022-05-01,78,1,inc covid hosp
2022-04-30,60,0,inc covid hosp
2022-04-30,44,8,inc covid hosp
2022-04-29,60,1,inc covid hosp
2022-04-28,60,0,inc covid hosp
2022-04-28,78,0,inc covid hosp
2022-04-27,60,0,inc covid hosp
2022-04-27,78,0,inc covid hosp
2022-04-27,56,2,inc covid hosp
2022-04-26,78,0,inc covid hosp
2022-04-25,60,0,inc covid hosp
2022-04-25,78,3,inc covid hosp
2022-04-25,56,0,inc covid hosp
2022-04-22,60,0,inc covid hosp
2022-04-22,78,0,inc covid hosp
2022-04-21,60,0,inc covid hosp
2022-04-20,78,0,inc covid hosp
2022-04-19,60,5,inc covid hosp
2022-04-19,78,1,inc covid hosp
2022-04-18,60,0,inc covid hosp
2022-04-17,60,1,inc covid hosp
2022-04-16,60,0,inc covid hosp
2022-04-16,49,3,inc covid hosp
2022-04-15,02,5,inc covid hosp
2022-04-14,60,2,inc covid hosp
2022-04-14,78,0,inc covid hosp
2022-04-13,49,11,inc covid hosp
2022-04-12,60,17,inc covid hosp
2022-04-12,50,6,inc covid hosp
2022-04-11,60,0,inc covid hosp
2022-04-11,78,0,inc covid hosp
2022-04-10,78,0,inc covid hosp
2022-04-08,60,0,inc covid hosp
2022-04-08,78,0,inc covid hosp
2022-04-07,60,0,inc covid hosp
2022-04-07,78,1,inc covid hosp
2022-04-06,02,8,inc covid hosp
2022-04-06,78,1,inc covid hosp
2022-04-05,60,0,inc covid hosp
2022-04-05,78,0,inc covid hosp
2022-04-04,60,3,inc covid hosp
2022-04-03,50,6,inc covid hosp
2022-04-02,60,2,inc covid hosp
2022-04-01,60,3,inc covid hosp
2022-03-30,47,21,inc covid hosp
2022-03-29,60,3,inc covid hosp
2022-03-27,60,2,inc covid hosp
2022-03-27,44,1,inc covid hosp
2022-03-26,60,1,inc covid hosp
2022-03-25,50,6,inc covid hosp
2022-03-24,60,0,inc covid hosp
2022-03-24,72,8,inc covid hosp
2022-03-23,60,0,inc covid hosp
2022-03-23,78,0,inc covid hosp
2022-03-22,78,1,inc covid hosp
2022-03-21,60,4,inc covid hosp
2022-03-20,54,13,inc covid hosp
2022-03-19,60,1,inc covid hosp
2022-03-19,50,6,inc covid hosp
2022-03-18,60,1,inc covid hosp
2022-03-17,78,1,inc covid hosp
2022-03-16,60,0,inc covid hosp
2022-03-16,78,0,inc covid hosp
2022-03-15,60,3,inc covid hosp
2022-03-15,50,6,inc covid hosp
2022-03-14,60,0,inc covid hosp
2022-03-14,78,0,inc covid hosp
2022-03-13,60,1,inc covid hosp
2022-03-12,78,0,inc covid hosp
2022-03-11,60,0,inc covid hosp
2022-03-11,78,1,inc covid hosp
2022-03-10,60,1,inc covid hosp
2022-03-09,78,0,inc covid hosp
2022-03-08,60,0,inc covid hosp
2022-03-08,78,1,inc covid hosp
2022-03-07,60,1,inc covid hosp
2022-03-07,78,0,inc covid hosp
2022-03-06,60,0,inc covid hosp
2022-03-06,78,0,inc covid hosp
2022-03-05,60,2,inc covid hosp
2022-03-04,78,0,inc covid hosp
2022-03-03,60,1,inc covid hosp
2022-03-03,78,0,inc covid hosp
2022-03-02,60,1,inc covid hosp
2022-03-01,78,0,inc covid hosp
2022-02-28,60,0,inc covid hosp
2022-02-28,50,6,inc covid hosp
2022-02-27,60,0,inc covid hosp
2022-02-27,56,2,inc covid hosp
2022-02-26,60,0,inc covid hosp
2022-02-26,78,0,inc covid hosp
2022-02-25,60,0,inc covid hosp
2022-02-24,78,0,inc covid hosp
2022-02-23,60,1,inc covid hosp
2022-02-23,78,0,inc covid hosp
2022-02-22,60,0,inc covid hosp
2022-02-21,78,1,inc covid hosp
2022-02-20,60,0,inc covid hosp
2022-02-20,78,0,inc covid hosp
2022-02-19,60,0,inc covid hosp
2022-02-19,78,0,inc covid hosp
2022-02-18,60,0,inc covid hosp
2022-02-18,78,1,inc covid hosp
2022-02-17,60,0,inc covid hosp
2022-02-16,78,0,inc covid hosp
2022-02-15,60,0,inc covid hosp
2022-02-15,78,0,inc covid hosp
2022-02-14,60,0,inc covid hosp
2022-02-13,78,0,inc covid hosp
2022-02-12,60,0,inc covid hosp
2022-02-12,78,0,inc covid hosp
2022-02-11,60,0,inc covid hosp
2022-02-11,78,0,inc covid hosp
2022-02-10,60,0,inc covid hosp
2022-02-09,60,0,inc covid hosp
2022-02-08,78,0,inc covid hosp
2022-02-07,60,0,inc covid hosp
2022-02-07,78,1,inc covid hosp
2022-02-06,60,0,inc covid hosp
2022-02-05,78,1,inc covid hosp
2022-02-04,78,0,inc covid hosp
2022-02-03,78,0,inc covid hosp
2022-01-31,78,0,inc covid hosp
2022-01-30,78,0,inc covid hosp
2022-01-29,60,0,inc covid hosp
2022-01-28,78,2,inc covid hosp
2022-01-27,60,0,inc covid hosp
2022-01-27,78,4,inc covid hosp
2022-01-26,78,5,inc covid hosp
2022-01-23,78,1,inc covid hosp
2022-01-22,60,0,inc covid hosp
2022-01-22,78,2,inc covid hosp
2022-01-20,78,7,inc covid hosp
2022-01-19,60,0,inc covid hosp
2022-01-18,78,0,inc covid hosp
2022-01-16,60,0,inc covid hosp
2022-01-15,78,3,inc covid hosp
2022-01-14,78,2,inc covid hosp
2022-01-12,78,0,inc covid hosp
2022-01-11,60,0,inc covid hosp
2022-01-10,78,3,inc covid hosp
2022-01-08,60,0,inc covid hosp
2022-01-07,50,21,inc covid hosp
2022-01-06,60,0,inc covid hosp
2022-01-06,78,2,inc covid hosp
2022-01-06,54,96,inc covid hosp
2022-01-04,78,4,inc covid hosp
2022-01-03,78,1,inc covid hosp
2021-12-31,60,0,inc covid hosp
2021-12-31,78,3,inc covid hosp
2021-12-30,78,1,inc covid hosp
2022-05-01,38,5,inc covid hosp
2022-03-12,10,4,inc covid hosp
2023-06-03,60,0,inc covid hosp
2023-06-03,38,0,inc covid hosp
2023-06-02,60,0,inc covid hosp
2023-06-02,38,0,inc covid hosp
2023-06-01,02,6,inc covid hosp
2023-05-31,02,4,inc covid hosp
2023-05-30,78,0,inc covid hosp
2023-05-29,10,0,inc covid hosp
2023-05-29,56,3,inc covid hosp
2023-05-26,60,0,inc covid hosp
2023-05-26,49,12,inc covid hosp
2023-05-25,60,0,inc covid hosp
2023-05-24,50,0,inc covid hosp
2023-05-23,05,16,inc covid hosp
2023-05-23,78,0,inc covid hosp
2023-05-20,60,0,inc covid hosp
2023-05-20,44,1,inc covid hosp
2023-05-18,38,1,inc covid hosp
2023-05-18,50,3,inc covid hosp
2023-05-17,60,0,inc covid hosp
2023-05-17,78,0,inc covid hosp
2023-05-16,60,0,inc covid hosp
2023-05-15,56,1,inc covid hosp
2023-05-14,11,3,inc covid hosp
2023-05-14,72,10,inc covid hosp
2023-05-12,56,1,inc covid hosp
2023-05-11,60,0,inc covid hosp
2023-05-08,60,0,inc covid hosp
2023-05-05,60,0,inc covid hosp
2023-05-04,78,2,inc covid hosp
2023-05-01,02,3,inc covid hosp
2023-04-30,02,6,inc covid hosp
2023-04-30,38,2,inc covid hosp
2023-04-29,60,0,inc covid hosp
2023-04-29,33,5,inc covid hosp
2023-04-25,78,0,inc covid hosp
2023-04-22,60,0,inc covid hosp
2023-04-21,56,1,inc covid hosp
2023-04-19,78,0,inc covid hosp
2023-04-18,60,0,inc covid hosp
2023-04-18,46,8,inc covid hosp
2023-04-17,60,0,inc covid hosp
2023-04-16,60,0,inc covid hosp
2023-04-16,78,0,inc covid hosp
2023-04-14,01,10,inc covid hosp
2023-04-13,78,0,inc covid hosp
2023-04-12,60,0,inc covid hosp
2023-04-12,72,9,inc covid hosp
2023-01-01,46,7,inc covid hosp
2023-04-10,60,0,inc covid hosp
2023-04-10,78,0,inc covid hosp
2023-02-24,56,6,inc covid hosp
2023-04-09,50,5,inc covid hosp
2023-04-08,78,1,inc covid hosp
2023-04-07,60,0,inc covid hosp
2023-04-07,44,7,inc covid hosp
2023-04-06,60,0,inc covid hosp
2023-04-04,60,0,inc covid hosp
2023-04-04,78,1,inc covid hosp
2023-04-04,56,1,inc covid hosp
2023-04-03,50,1,inc covid hosp
2023-04-02,60,0,inc covid hosp
2023-04-01,78,1,inc covid hosp
2023-03-29,02,6,inc covid hosp
2023-03-29,78,0,inc covid hosp
2022-05-10,30,7,inc covid hosp
2023-03-28,78,0,inc covid hosp
2023-03-26,60,0,inc covid hosp
2023-03-24,60,0,inc covid hosp
2023-03-24,78,0,inc covid hosp
2023-03-23,60,0,inc covid hosp
2023-03-22,02,6,inc covid hosp
2023-03-21,60,0,inc covid hosp
2023-03-19,78,0,inc covid hosp
2023-03-18,60,0,inc covid hosp
2023-03-16,60,0,inc covid hosp
2023-03-16,78,0,inc covid hosp
2023-03-15,60,0,inc covid hosp
2023-03-15,50,5,inc covid hosp
2023-03-14,78,0,inc covid hosp
2023-03-13,60,0,inc covid hosp
2023-03-12,56,0,inc covid hosp
2023-03-11,60,0,inc covid hosp
2023-03-11,46,3,inc covid hosp
2023-03-10,60,0,inc covid hosp
2023-03-08,60,0,inc covid hosp
2023-03-08,78,2,inc covid hosp
2023-03-07,60,0,inc covid hosp
2023-03-07,78,0,inc covid hosp
2023-03-05,60,0,inc covid hosp
2023-03-04,78,0,inc covid hosp
2023-03-03,78,1,inc covid hosp
2023-03-02,60,0,inc covid hosp
2023-03-01,78,0,inc covid hosp
2023-02-28,44,5,inc covid hosp
2023-02-27,60,0,inc covid hosp
2023-02-27,78,0,inc covid hosp
2023-02-25,60,0,inc covid hosp
2023-02-24,78,0,inc covid hosp
2023-02-23,78,0,inc covid hosp
2023-02-22,60,0,inc covid hosp
2023-02-20,60,0,inc covid hosp
2023-02-20,78,1,inc covid hosp
2023-02-19,60,0,inc covid hosp
2023-02-19,56,5,inc covid hosp
2023-02-17,60,0,inc covid hosp
2023-02-16,78,0,inc covid hosp
2023-02-14,60,0,inc covid hosp
2023-02-12,60,0,inc covid hosp
2023-02-12,78,0,inc covid hosp
2023-02-11,60,0,inc covid hosp
2023-02-11,78,0,inc covid hosp
2023-02-10,56,5,inc covid hosp
2023-02-06,60,0,inc covid hosp
2023-02-04,60,0,inc covid hosp
2023-02-04,78,1,inc covid hosp
2023-02-03,60,0,inc covid hosp
2023-02-01,60,0,inc covid hosp
2023-01-29,60,0,inc covid hosp
2023-01-27,60,0,inc covid hosp
2023-01-27,78,1,inc covid hosp
2023-01-26,60,0,inc covid hosp
2023-01-26,78,1,inc covid hosp
2023-01-24,60,0,inc covid hosp
2023-01-21,60,0,inc covid hosp
2023-01-19,60,0,inc covid hosp
2023-01-19,78,0,inc covid hosp
2023-01-18,60,0,inc covid hosp
2023-01-16,60,0,inc covid hosp
2023-01-13,60,0,inc covid hosp
2023-01-10,60,0,inc covid hosp
2023-01-08,60,0,inc covid hosp
2023-01-05,60,0,inc covid hosp
2023-01-03,60,0,inc covid hosp
2023-01-02,60,0,inc covid hosp
2022-12-31,60,0,inc covid hosp
2022-12-28,60,0,inc covid hosp
2022-12-26,60,0,inc covid hosp
2022-12-23,60,0,inc covid hosp
2022-12-20,78,0,inc covid hosp
2022-12-18,60,0,inc covid hosp
2022-12-16,78,1,inc covid hosp
2022-12-14,78,1,inc covid hosp
2022-12-13,60,0,inc covid hosp
2022-12-13,78,1,inc covid hosp
2022-12-12,60,0,inc covid hosp
2022-12-12,49,44,inc covid hosp
2022-12-11,60,0,inc covid hosp
2022-12-11,78,0,inc covid hosp
2021-12-31,09,164,inc covid hosp
2022-10-24,33,26,inc covid hosp
2022-12-08,60,0,inc covid hosp
2022-12-08,78,0,inc covid hosp
2022-12-07,60,0,inc covid hosp
2022-12-06,78,0,inc covid hosp
2022-12-05,60,0,inc covid hosp
2022-12-05,78,0,inc covid hosp
2022-12-04,60,0,inc covid hosp
2022-12-03,60,0,inc covid hosp
2022-12-03,78,1,inc covid hosp
2022-12-02,60,0,inc covid hosp
2022-12-02,78,0,inc covid hosp
2022-11-30,60,0,inc covid hosp
2022-11-30,78,0,inc covid hosp
2022-11-29,60,1,inc covid hosp
2022-11-29,78,0,inc covid hosp
2022-01-16,49,156,inc covid hosp
2022-11-25,56,8,inc covid hosp
2022-11-27,60,0,inc covid hosp
2022-11-27,78,0,inc covid hosp
2022-11-26,60,0,inc covid hosp
2022-11-25,78,0,inc covid hosp
2022-11-24,60,0,inc covid hosp
2022-11-24,78,0,inc covid hosp
2022-11-22,78,0,inc covid hosp
2022-11-21,60,0,inc covid hosp
2022-11-21,78,0,inc covid hosp
2022-11-21,54,12,inc covid hosp
2022-11-19,60,0,inc covid hosp
2022-11-19,78,1,inc covid hosp
2022-11-18,60,0,inc covid hosp
2022-11-18,78,0,inc covid hosp
2022-11-16,60,0,inc covid hosp
2022-11-16,78,0,inc covid hosp
2022-11-15,60,1,inc covid hosp
2022-11-15,78,0,inc covid hosp
2022-01-18,44,63,inc covid hosp
2022-11-13,60,0,inc covid hosp
2022-11-13,78,0,inc covid hosp
2022-11-12,78,0,inc covid hosp
2022-11-10,60,0,inc covid hosp
2022-11-10,78,1,inc covid hosp
2022-11-09,60,0,inc covid hosp
2022-11-09,78,0,inc covid hosp
2022-03-01,09,28,inc covid hosp
2022-11-07,60,0,inc covid hosp
2022-11-07,78,0,inc covid hosp
2022-11-06,02,9,inc covid hosp
2022-11-04,60,0,inc covid hosp
2022-11-04,78,0,inc covid hosp
2022-11-03,44,8,inc covid hosp
2022-11-01,60,0,inc covid hosp
2022-11-01,78,0,inc covid hosp
2022-10-31,56,10,inc covid hosp
2022-10-28,60,0,inc covid hosp
2022-10-28,50,2,inc covid hosp
2022-10-27,02,4,inc covid hosp
2022-10-26,78,0,inc covid hosp
2022-10-25,60,0,inc covid hosp
2022-10-25,78,0,inc covid hosp
2022-10-25,56,3,inc covid hosp
2022-10-24,54,33,inc covid hosp
2022-10-23,60,0,inc covid hosp
2022-10-23,78,0,inc covid hosp
2022-10-22,78,1,inc covid hosp
2022-10-07,56,6,inc covid hosp
2022-10-20,60,0,inc covid hosp
2022-10-20,78,1,inc covid hosp
2022-10-20,56,6,inc covid hosp
2022-10-17,02,2,inc covid hosp
2022-10-17,60,0,inc covid hosp
2022-10-17,78,1,inc covid hosp
2022-10-17,56,5,inc covid hosp
2022-10-14,60,0,inc covid hosp
2022-10-14,78,0,inc covid hosp
2022-10-14,54,24,inc covid hosp
2022-10-12,56,1,inc covid hosp
2022-10-11,60,0,inc covid hosp
2022-10-11,78,0,inc covid hosp
2022-10-11,56,1,inc covid hosp
2022-10-09,60,0,inc covid hosp
2022-10-09,78,0,inc covid hosp
2022-10-08,78,0,inc covid hosp
2022-11-19,50,3,inc covid hosp
2022-10-07,78,0,inc covid hosp
2022-10-06,60,0,inc covid hosp
2022-10-06,78,1,inc covid hosp
2022-10-05,78,0,inc covid hosp
2022-04-21,15,10,inc covid hosp
2022-04-17,46,5,inc covid hosp
2022-10-03,60,0,inc covid hosp
2022-10-03,78,0,inc covid hosp
2022-06-19,02,9,inc covid hosp
2022-09-30,60,0,inc covid hosp
2022-09-30,78,0,inc covid hosp
2022-05-17,50,9,inc covid hosp
2022-09-28,78,0,inc covid hosp
2022-09-27,60,0,inc covid hosp
2022-09-27,78,0,inc covid hosp
2022-04-27,50,26,inc covid hosp
2022-09-03,56,5,inc covid hosp
2022-09-25,60,0,inc covid hosp
2022-09-25,78,1,inc covid hosp
2022-09-24,78,0,inc covid hosp
2022-04-28,50,17,inc covid hosp
2022-09-22,60,0,inc covid hosp
2022-09-22,78,1,inc covid hosp
2022-09-22,56,5,inc covid hosp
2022-09-20,56,7,inc covid hosp
2022-09-19,60,0,inc covid hosp
2022-09-19,78,0,inc covid hosp
2022-09-18,60,0,inc covid hosp
2022-09-17,78,1,inc covid hosp
2022-09-16,60,0,inc covid hosp
2022-09-16,78,2,inc covid hosp
2022-03-20,16,2,inc covid hosp
2022-01-15,50,24,inc covid hosp
2022-09-14,60,0,inc covid hosp
2022-09-14,78,1,inc covid hosp
2022-09-13,60,0,inc covid hosp
2022-01-20,11,55,inc covid hosp
2022-09-11,60,0,inc covid hosp
2022-09-11,78,0,inc covid hosp
2022-09-10,60,0,inc covid hosp
2022-08-11,56,10,inc covid hosp
2021-12-19,38,18,inc covid hosp
2022-07-04,46,6,inc covid hosp
2021-12-07,78,1,inc covid hosp
2021-12-05,16,33,inc covid hosp
2022-05-20,46,4,inc covid hosp
2021-11-29,72,2,inc covid hosp
2022-03-26,44,2,inc covid hosp
2021-11-26,35,63,inc covid hosp
2021-11-25,44,15,inc covid hosp
2021-11-21,31,69,inc covid hosp
2021-11-16,11,5,inc covid hosp
2022-01-04,16,37,inc covid hosp
2021-11-14,72,5,inc covid hosp
2021-11-11,10,16,inc covid hosp
2021-11-09,11,4,inc covid hosp
2022-09-03,38,6,inc covid hosp
2021-11-05,16,48,inc covid hosp
2021-11-04,38,35,inc covid hosp
2021-11-03,33,30,inc covid hosp
2021-11-03,35,68,inc covid hosp
2022-07-02,50,5,inc covid hosp
2022-03-12,16,10,inc covid hosp
2022-06-02,44,12,inc covid hosp
2021-10-30,72,1,inc covid hosp
2021-10-29,44,5,inc covid hosp
2021-10-27,11,2,inc covid hosp
2022-03-12,44,0,inc covid hosp
2021-10-26,44,12,inc covid hosp
2021-10-25,46,33,inc covid hosp
2022-06-20,38,5,inc covid hosp
2021-10-24,44,5,inc covid hosp
2022-04-20,38,1,inc covid hosp
2022-08-13,50,2,inc covid hosp
2021-10-19,25,61,inc covid hosp
2021-10-16,16,48,inc covid hosp
2021-10-16,35,35,inc covid hosp
2022-03-24,56,2,inc covid hosp
2021-10-15,44,5,inc covid hosp
2021-10-11,09,44,inc covid hosp
2022-03-16,50,7,inc covid hosp
2021-10-08,33,27,inc covid hosp
2021-10-05,23,16,inc covid hosp
2021-10-05,33,13,inc covid hosp
2021-10-03,44,3,inc covid hosp
2021-09-30,15,18,inc covid hosp
2021-09-28,25,80,inc covid hosp
2021-09-28,78,2,inc covid hosp
2021-09-27,32,89,inc covid hosp
2021-09-25,33,14,inc covid hosp
2021-09-21,25,73,inc covid hosp
2021-09-20,44,18,inc covid hosp
2021-09-19,41,82,inc covid hosp
2021-09-15,33,12,inc covid hosp
2021-09-12,35,52,inc covid hosp
2021-09-11,35,59,inc covid hosp
